PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109128,MOLD,0,RAIL VIB. LINER (13k sliding clip) 금형(MOLD),18210489G01,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109174,MOLD,0,RAIL VIB. WASHER (8K SLIDING CLIP) 금형 (MOLD),18210498G01,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109175,MOLD,0,RAIL VIB. WASHER (13K SLIDING CLIP) 금형 (MOLD),18210498G02,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109239,MOLD,0,RAIL VIB. LINER (8k sliding clip) 금형(MOLD),18210489G01,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109261,MOLD,0,RAIL ISOLATION LINER 및 RAIL ISOLATION WASHER (8k sliding clip) 양산금형(MOLD),18210512G01,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109262,MOLD,0,RAIL ISOLATION LINER 및 RAIL ISOLATION WASHER (13k sliding clip) 양산금형(MOLD),18210512G02,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109263,MOLD,0,RAIL ISOLATION LINER 및 RAIL ISOLATION WASHER (18k sliding clip) 양산금형(MOLD),18210512G03,1,,1
V500927,3,RLS,2023-09-11,2023-09-11,,,,,,LAB109264,MOLD,0,RAIL ISOLATION LINER (24k sliding clip) 양산금형(MOLD),18210512G04,1,,1
V500982,6,RLS,2024-03-21,2024-03-21,,,,,,LAB109298,MOLD,0,CAR HEADER 몰드 수정(P2),13110107,1,"2023.10.12 1EA 청구
업체: 정일산업 ",1
V500982,6,RLS,2024-03-21,2024-03-21,,,,,,LAB109315,MOLD,0,CAR HEADER 몰드 수정(P3),13100819,1,"2023.10.14 1EA 청구
업체: 정일산업 ",1
V500982,6,RLS,2024-03-21,2024-03-21,,,,,,LAB109316,MOLD,0,KEEPER MOLD 수정,13100039,1,"2023.10.14 1EA 청구
업체: 금강테크 ",1
V500982,6,RLS,2024-03-21,2024-03-21,,,,,,LAB109512,MOLD,0,"DG200, GOV. Tension. SH. 상부커버",11610128G01,1,업체 : 삼아,1
V501027,3,RLS,2023-09-19,2023-09-19,,,,,,LAB109145,HOUSING MOLD,0,GH35,10110775G01,1,GH35 HOUSING 목형비,1
V501027,3,RLS,2023-09-19,2023-09-19,,,,,,LAB109158,MOLDING COST,0,PCD 400,12400492G01,1,SUSPEN. SHEAVE 금형비,1
V501027,3,RLS,2023-09-19,2023-09-19,,,,,,LAB109159,MOLDING COST,0,PCD 400,12400494G01,1,SUSPEN. SHEAVE 금형비,1
V501027,3,RLS,2023-09-19,2023-09-19,,,,,,LAB109209,MOLDING COST,0,PCD 360,10200246G01,1,DEF/IDLE SHEAVE 금형비,1
V501027,3,RLS,2023-09-19,2023-09-19,,,,,,LAB109292,DEVELOPMENT COST,0,인버터 개발 금형비(견적번호: C20230829),.,1,인버터 개발 금형비(견적번호: C20230829),1
V501054,0,RLS,2023-06-14,2023-06-14,,,,,,LAB109213,BUTTON MOLDING COST,0,21 BUTTON 금형,<VAR>,1,구매운영팀 손혁민M 요청으로 추가,1
V501054,0,RLS,2023-06-14,2023-06-14,,,,,,LAB109214,MOLDING COST,0,SHIP HIP 금형,<VAR>,1,구매운영팀 손혁민M 요청으로 추가,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,10101488G0900,TM,0,"GH25Dr1,13.8kW",10101488G09,6,50WC800 전기강판Core로 생산된 Rotor/Stator로 조립할 것,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,10110660G0100,TM,3,"GH18A, 45≤SPD≤60, 550≤CAPA≤1000",10110660G01,6,Ningbo Ketian 자석으로 생산한 Rotor로 조립할 것,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,LAB109222,MAGNET,0,"N POLE, N-38SH GRADE, Ningbo Ketian",10110616G01,108,중국 신규업체 Magnet 검증을 위한 BOM 등록의 건_2023.06.27,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,LAB109223,MAGNET,0,"S POLE, N-38SH GRADE, Ningbo Ketian",10110616G02,108,중국 신규업체 Magnet 검증을 위한 BOM 등록의 건_2023.06.27,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,LAB109225,CP ASSY,0,"GTSS, 22KW, PWM",20410604G01,1,중국 신규업체 Core 및 Magnet 검증을 위한 BOM 등록의 건_2023.06.27,1
V501056,1,RLS,2023-06-27,2023-06-27,,,,,,LAB109226,Electrical Steel,0,"Electrical Steel, Width=260mm x Coil",10101492G01,1364,중국산 전기강판 검증을 위한 BOM 등록의 건_2023.06.27,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,12010356G9500,CAR SILL ASSY,0,"1SCO,AL,M1/M2, GAP LIGHTING",12010356G95,2,"1. 태국 SHOW ROOM
2. 충주 2공장으로 입고할 것.(주의)
3. JJ = 1000, X = 4
4. GAP LIGHTING COLOR : BLUE(1EA), GREEN(1EA)
5. WORKING DWG. : 12010672H03",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,12010547G8100,PLATFORM ASSY,0,"GSP, MR, MRL, STANDARD, 1350KG",12010547G81,2,"1. 태국 SHOW ROOM용 설치 PLATFORM
2. 충주 2공장으로 입고할 것.(주의)
3. DWG NO. : 12010672G01로 2SET 제작할 것.
4. 바닥 마감은 충주 공장에서 진행할 것.

 *제작사양
4. CA=1800, CB= 1400, AA=1860, BB=1555, EE=840, JJ=1000, FT=4, BELT수=3
5. CAPA=1150, 1SCO, GSB240DK TYPE, KICK BORDER : SUSHL_304
6. 12010594_KICK PLATE HOLE DWG 참고하여 홀 가공할 것.
7. M1=1000, M2=419, M3=700, M4=350, M5=419
8. NEX용 PLATFORM
9. DECO TILE 부착 후 출하할 것.
   (1) 포레플러스 (FLOOR 사양 : PT-S 7506)
   (2) 테라스2 (FLOOR 사양 : ZTO-0761)
10. 하기의 변경내역 반영할 것.(DWG. 12010672G01)
   (1) SUPPORT FRAME, 방진고무, APRON BRKT. 수배제외
   (2) FLOOR PLATE 하단부 높이 112 => 87 변경제작
   (3) SIDE BEAM의 하단부 높이 105 => 80 변경제작
   (4) 하단부 4개소 받침용 PLATE 용접 부착할 것.
   (5) FLOOR PLATE C형강 PITCH 변경 제작할 것.
   (6) SILL SPRT. 높이 변경 제작할 것.
   (7) 12010672G01 참조하여 변경작업 진행할 것.
  
",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,13100033G0100,DOOR KEY,1,TRIANGLE TYPE DOOR KEY (BS KEY),13100033G01,2,"1. 태국 SHOW ROOM용
2. 충주 2공장으로 입고할 것.(주의)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,13100836G0100,RELEASE CABLE,1,"P3, FOR CAR DOOR",13100836G01,2,"1. 태국 SHOW ROOM용
2. 충주 2공장으로 입고할 것.(주의)
3. HH = 2100",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,13110026G140A,CAR DOOR OPER,0,"P3, 1SCO, LOCKING DEVICE (사급)",13110026G14,2,"1. 태국 SHOW ROOM용
2. 충주 2공장으로 입고할 것.(주의)
3. JJ=1000, HH=2100, CH=2500, CH-HH=400, CA=1800, AA=1860
4. RELEASE CABLE 포함하여 출하할 것
5. TOOL SET(12100435G01) 포함된 CAR STOPPING DEVICE 자재로 출하 할 것.",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,14100062G0100,SAFETY EDGE,0,SE600M (WECO-957A81-DC24-K),14100062G01,2,"1. 태국 SHOW ROOM용
2. 충주 2공장으로 입고할 것.(주의)
3. HH = 2100",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,16100426G090A,HATCH DOOR OPER,0,"HL2,1SCO, INTERLOCK (사급)",16100426G09,2,"1. 태국 SHOW ROOM용
2. 충주 2공장으로 입고할 것.(주의)
3. JJ=1000, HH=2100
4. INTERLOCK 해정용 CABLE (VC11636) 함께 PACKING하여 출하할 것 (별도 BOM)
",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,18310146G0200,BUFFER BLOCKING,1,"CAR, SBU, SPD<=60",18310146G02,6,"1. 태국 SHOW ROOM용 설치 받침판
2. 충주 2공장으로 입고할 것.(주의)
3. BH=200, 6EA",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,20400643G0100,THERMOSTAT OPT ASSY,0,SHTC-50 (W/ RELAY),20400643G01,7,...자재 추가 JW.AN 23.08.01,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,20410436G0200,SECU OPT ASSY,0,SECURITY,20410436G02,2,,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,20411332G0100,CONTROLLER,0,태국 Nova Build Expo 전시제품 CONTROLLER,20411332G01,2,"목업-1
* 손끼임 방지 기능 (기준층)
* 손끼임 방지 기능(VIVALDI HNPS 설정)
* CAR HNPS2 (EXT IO BOARD, ID : C )
* HALL HNPS2 (EXT IO BOARD, ID : D )
 - JAMB 타입
* SECURITY 기능 적용 (HE001056, HE001086 도면 참고)
*P3 도어용
*GT용 MIAN BOARD, CAR TOP JUNCTION BOARD 적용
*SMPS DC24V, DC5V 적용
*메인 AC220V 전원 차단기 적용
*카 CAN, HALL CAN 터미널 단자 추가
*홀통신 케이블 각 1SET 3미터길이  결선 후 동봉
*컨트롤러 내부 AC220V 콘센트 추가 (현지 220V 50HZ)
*AC220V 플러그 타입 전원선 10미터 적용

목업-2
* 손끼임 방지 기능(GENERAL HNPS 설정)
 - TRANSOM 타입
* SECURITY 기능 적용 (HE001056, HE001086 도면 참고)
*P3 도어용
*GT용 MIAN BOARD, CAR TOP JUNCTION BOARD 적용
*SMPS DC24V, DC5V 적용
*메인 AC220V 전원 차단기 적용
*카 CAN, HALL CAN 터미널 단자 추가
*홀통신 케이블 각 1SET 3미터길이  결선 후 동봉
*컨트롤러 내부 AC220V 콘센트 추가 (현지 220V 50HZ)
*AC220V 플러그 타입 전원선 10미터 적용

...자재추가 jw.an 23.09.25",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,25900489G1000,HARNESS CABLE,0,FOR CPI,25900489G10,2,,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,25910032G0100,ANTI JAMB HALL HARNESS,0,HNPS POWER CABLE,25910032G01,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,259D0394G0200,CABLE,1,CAN COM CABLE,259D0394G02,7,...OPB 통신 CABLE 반영 JW.AN 23.07.20,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26200168G01PL,CPI,0,PID90,26200168G01,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26200191G01PL,HPI,0,PI-DC,26200191G01,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26200198G010A,INFORMATION DEVICE(IDS-01E),0,"PLC MASTER,IDS-01E",26200198G01,1,"목업-2, 15인치 LCD",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26200198G020A,INFORMATION DEVICE(IDS-01E),0,"PLC SLAVE,IDS-01E",26200198G02,1,"목업-2, 15인치 LCD",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26210036G0400,INFORMATION DEVICE,1,"CAR LCD, OVERSEAS",26210036G04,1,"목업-2, 15인치 LCD",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26210061G01PL,HPI,0,PI-DF,26210061G01,1,목업-2,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26210070G0400,CPI,0,PI-DD,26210070G04,1,목업-2,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26300166G0200,CAN CONVERTER,1,CAN CONVERTER,26300166G02,1,"목업-2, 15인치 LCD",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26300551G14PL,HIP,1,"HIP-DDS1D, W/MOTION SENSOR",26300551G14,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26310309G27SA,HIP,0,HIP-DB64F(DOWN MODULE),26310309G27,1,목업-2,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,26310349G0700,INFORMATION DEVICE,0,"DSS, WITH BOX",26310349G07,1,"목업-2, 15인치 LCD",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000390G0200,CAR SILL LAMP OPT ASSY,0,CAR SILL LAMP SIGNAL,28000390G02,4,...수량 2ea 추가반영 jw.an 23.07.20,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000483G0200,PC BOARD,0,"COP-30DN BOARD, W/O INDICATOR",28000483G02,8,"영문음성 적용할 것. 
NUVOTON ic 소자 적용할 것.

...추가 JW.AN 23.07.31",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000546G0100,PC BOARD,0,"GSP, MAIN&SUB COP, NOT IND",28000546G01,3,,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000675G15SA,OPB,0,OPP-LA21B,28000675G15,2,"목업-1
MAIN OPB
BOX: 234 X HH-86
LA21B_SH
* NAME PLATE - 용도 : PASSENGER
* NAME PLATE - PERSONS: :15 PERSONS, - CAPACITY : 1150 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : INTERPHONE
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: NO
* OP/CL LOGO: - SYMBOL
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용할것
* CAR SILL LAMP OPT ASSY 적용(28000390G02)
* AIR TOUCH 버튼 적용할 것(2BAR)
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작할것 (국내/해외 동일)

*28011156.DWG 참고하여 제작할 것.
--------------------------------------
목업-2
MAIN OPB
BOX: 234 X HH-86
LA21B_SH
* NAME PLATE - 용도 : PASSENGER
* NAME PLATE - PERSONS: :15 PERSONS, - CAPACITY : 1150 kg
* NAME PLATE 문자크기는 10mm 이상일 것
* 비상통화장치 : INTERPHONE
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN STICKER: NO
* OP/CL LOGO: - SYMBOL
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G10
* WIRING DIAGRAM : HE001035, HE001041 ~ HE001047
* MATERIAL : 스테인레스 헤어라인(SUS-304)
* BUTTON : 21 버튼 적용할것
* CAR SILL LAMP OPT ASSY 적용(28000390G02)
* AIR TOUCH 버튼 적용할 것(1BAR)
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작할것 (국내/해외 동일)

*28011156.DWG 참고하여 제작할 것.",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000721G1100,CABLE ASSY,0,"GSP, MAIN COP, W/ SWITCH PANEL, UP DRAW",28000721G11,2,,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28000722G0400,CABLE ASSY,0,"GSP, SUB COP, LOWER OUTLET",28000722G04,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28010202G15SA,OPB,0,OPP-L290A,28010202G15,1,"목업-1
SUB OPB
BOX: 234 x 1704
L290A_SH
* 열림방향(SUB) : SOR
* BUTTON : 90 버튼 적용할것
* MATERIAL : 스테인레스 헤어라인(SUS-304)
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작할것 (국내/해외 동일)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28010299G1200,BUTTON,1,"Air Touch Button (1 BAR, FineTek), 일반",28010299G12,1,목업-2,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28010316G1400,BUTTON,0,"AIR TOUCH (2 BAR), CHROME COLOR",28010316G14,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28010631G1400,BUTTON,0,"Air Touch Button (1 BAR, FineTek), 일반, RECESSED TYPE",28010631G14,2,"목업-2 
SUB 용

...제어팀 요청으로 자재변경 JW.AN 23.06.20",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28700003G0300,SENSOR,0,HNPS-100,28700003G03,1,"목업-2
TRANSOM 비접촉",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28700010G0200,EXT IO BOARD ASSY,0,HNPS,28700010G02,1,목업-1,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28700014G0100,SENSOR,0,"HNPS2, F3N-08DN02-N",28700014G01,1,"목업-1
CAR 접촉",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,28700014G0200,SENSOR,0,"HNPS2, F3N-08DN02-N",28700014G02,1,"목업-1
JAMB 타입
- HH = 2100",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,29410011G0100,SECURITY DEVICE ASSY,0,SECURITY DEVICE(1EA) + MIC(2EA),29410011G01,2,,1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32110231G0200,FAN,0,"FAN 2SET, STANDARD, FILTER=Y, ANION=Y",32110231G02,2,"1. 태국 SHOW ROOM 
2. 충주 2공장으로 입고할 것.(주의)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32111039G0800,CEILING ASSY,0,"NEX, CD-S21, 1SCO, CAPA=1150, 3BELT, FAN=2",32111039G08,1,"1. 태국 SHOW ROOM : 포레플러스(MOCK UP1)
2. CEILING TYPE : CDS21_1, COLOR : P023
3. CA=1800, CB=1400, JJ=1000, EE=840, 1SCO
4. LIGHTING : 220V & 50Hz, GSB240DK TYPE
5. CEILING PLATE HOLE DWG : 32111185G07 적용
6. M1=1000, M2=419, M3=700, M4=350, M5=419
7. 음성 합성장치용 스피커는 OPB 적용
8. TOE GUARD 수정도 : CEILING WORKING DWG 32110132G01 신규 개정 도면을 반영 할 것.
9. BELT수=3
10. FAN, FAN LOUVER, FAN HOLE는 2개 적용.
11. DWG.32111054 FAN SUPPORT WORKING DWG. 확인하여 작업 할 것.
12. CEILING PLATE 전면에 방음패드 부착할 것.(미끄럼 방지용, 일반 현장)
13. 천장 커버 적용시, 커버 위 미끄럼 방지를 위한 패드 적용할 것
14. 32113068G01 적용하여 CCTV HOLE 가공할 것.
15. 충주 2공장으로 입고할 것.(주의)

23.06.22 CCTV HOLE DWG. 변경",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32111179G9100,CEILING ASSY,0,"GTLX, CD-F35, 1SCO, CAPA=, FAN=",32111179G91,1,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. CEILING TYPE : CDF35_1, COLOR : P026
3. CA=1800, CB=1400, JJ=1000, EE=840, 1SCO
4. LIGHTING : 220V & 50Hz, GSB240DK TYPE
5. CEILING PLATE HOLE DWG : 32111260G07 적용
6. M1=1000, M2=419, M3=700, M4=350, M5=419
7. 음성 합성장치용 스피커는 OPB 적용
8. 32113068G01 적용하여 CCTV HOLE 가공할 것.
9. TOE GUARD 수정도 : CEILING WORKING DWG 32110132G01 신규 개정 도면을 반영 할 것.
10. FAN, FAN LOUVER, FAN HOLE는 2개 적용.
11. DWG.32111171 FAN SUPPORT WORKING DWG. 확인하여 작업 할 것.
12. CEILING PLATE 전면에 방음패드 부착할 것.(미끄럼 방지용, 일반 현장)
13. 천장 커버 적용시, 커버 위 미끄럼 방지를 위한 패드 적용할 것
14. 충주 2공장으로 입고할 것.(주의)

23.06.22 CCTV HOLE DWG. 변경",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32211071G0200,AIR TOUCH BRACKET,0,"NEX PREMIUM, AIR TOUCH, OPP-LA21",32211071G02,1,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. 충주 2공장으로 입고할 것.(주의)
3. 아래의 내용 반영하여 변경 제작할 것.
  (1) DWG. NO : 32212048 2SHEET, 위치 : H10(주의!)
  (2) BRKT. DWG. NO. : 32211923G01 적용",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32211104G07XC,CAR WALL ASSY,2,"NEX_WB(포레),1150kg,T19,1SCO,t1.2,4S/B,HNPS",32211104G07,1,"1. 태국 SHOW ROOM : 포레플러스(MOCK UP1)
2. CA=1800, CB=1400, JJ=1000, CH=2500, HH=2100, FT=4
3. M1=1000, M2=421, M3=700, M4=350, M5=419
4. H01 : SUSHL_304_t1.2 , H11 : SUSMIR_304 
5. H02 : SLH_BRZ , H03 : SLH_BRZ , H04 : SUSMIR_304 
6. H05 : SLH_WDBRZ , H06 : SLH_WDBRZ , H07 : SLH_WDBRZ 
7. H08 : SUSMIR_304 , H09 : SLH_BRZ , H10 : SLH_BRZ 
8. 해외 제품이므로 SUS304 재질로 변경 제작할 것.(주의)  

* MAIN OPB : LA21B_SH / SUB OPB : L290A_SH, 위치 : H01 / H11
9. MAIN OPB HOLE DWG : 32200726G01
10. MAIN OPB HOLE SIZE : 237x2017
11. SUB OPB HOLE DWG : 32200728G01
12. SUB OPB HOLE SIZE : 237x1707
13. CH=2500
14. H01/H11 BOTTOM REINFORCE는 OPB HOLE DWG. 참고하여 높이 X+70으로 변경할 것.

* HANDRAIL : 1FWA, 부착 위치 : A+B+C(3면)
15. HANDRAIL FITTING DWG : 32210941G01
16. CA=1800, CB=1400, 1SCO, GSB240DK TYPE, 일방형

17. 충주 2공장으로 입고할 것.(주의)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32211623G01XH,CAR WALL ASSY,0,"NEX_SB2(테라스2),CAPA=VAR,T19,1SCO,4S/B",32211623G01,1,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. CA=1800, CB=1400, JJ=1000, CH=2500, HH=2100, FT=4
3. M1=1000, M2=421, M3=700, M4=350, M5=419
4. H01 : SUSHL_304_t1.5 , H11 : SUSHL_304_t1.5 (제작)  
5. H02 : MC_BKPL , H03 : MC_BKPL , H04 : MC_BKPL 
6. H05 : SUSMIR_304_t1.5 , H06 : SLH_BKST , H07 : SUSMIR_304_t1.5 
7. H08 : MC_BKPL , H09 : MC_BKPL , H10 : MC_BKPL 
8. 해외 제품이므로 SUS304 재질로 변경 제작할 것.(주의)
9. H11 WALL은 우진전장 공급분이므로 제작하지 말 것  

* MAIN OPB : LA21B_SH, 위치 : H01
10. MAIN OPB HOLE DWG : 32200726G01
11. MAIN OPB HOLE SIZE : 237x2017
12. CH=2500
13. H01/H11 BOTTOM REINFORCE는 OPB HOLE DWG. 참고하여 높이 X+70으로 변경할 것.

* HANDRAIL : HR1NSS0, 부착 위치 : A+B+C(3면)
14. HANDRAIL FITTING DWG : 32210941G01
15. CA=1800, CB=1400, 1SCO, GSB240DK TYPE, 일방형

* LCD_1 : 15.1인치 가로(매립), 위치 : H11
16. LCD_1 FITTING DWG : 32200382G01L04L12

17. AIR TOUCH HOLE DWG : 비표준 제작할 것
   (1) DWG. NO : 32212048 2SHEET, 위치 : H10(주의!)
   (2) BRKT. DWG. NO. : 32211923G01 적용

18. 충주 2공장으로 입고할 것.(주의)

2023.07.04 H11 제작요창(LCD HOLE만 반영)
",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32400127G03SA,ENTRANCE TRANSOM,0,"NEX, 1SCO, CPI=YES, SUSHL_304, t1.2",32400127G03,1,"1. 태국 SHOW ROOM : 포레플러스(MOCK UP1)
2. JJ=1000, SE=400, CH=2500, HH=2100
3. CPI TYPE : PID90, HOLE DWG = 32400018G01
4. MATERIAL : SUSHL_304
5. 해외 제품이므로 SUS304 재질로 변경 제작할 것.(주의)
6. 충주 2공장으로 입고할 것.(주의)  ",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32400127G07SA,ENTRANCE TRANSOM,0,"NEX, 1SCO, CPI=YES, SUSHL_304, t1.5/t1.6",32400127G07,1,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. 충주 2공장으로 입고할 것.(주의)
3. JJ=1000, SE=400, CH=2500, HH=2100
4. CPI TYPE : DD, HOLE DWG = 32400102G01
   (1) CPI 위치 15mm -> 60 mm으로 변경 가공할 것.(주의)
5. MATERIAL : SUSHL_304
6. V0003180G02(일반용) 참조하여 손끼임 방지 센서 취부용;  HOLE 추가로 가공할 것.
7. 해외 제품이므로 SUS304 재질로 변경 제작할 것.(주의)  ",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32610040G0400,HANDRAIL,1,"N:EX, 1FWA, 1면(A)",32610040G04,1,"1. 태국 SHOW ROOM : 포레플러스(MOCK UP1)
2. 충주 2공장으로 입고할 것.(주의)
3. CA=1800, M1=1000",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32610041G0400,HANDRAIL,0,"N:EX, 1FWA, SIDE",32610041G04,2,"1. 태국 SHOW ROOM : 포레플러스(MOCK UP1)
2. 충주 2공장으로 입고할 것.(주의)
3. CB=1400, M3=700
",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32610064G0400,HANDRAIL,0,"HR1NSS0, SIDE, NEX",32610064G04,2,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. 충주 2공장으로 입고할 것.(주의)
3. CB=1400, M3=700
",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,32610065G0400,HANDRAIL,0,"HR1NSS0, REAR, A면, NEX",32610065G04,1,"1. 태국 SHOW ROOM : 테라스2(MOCK UP2)
2. 충주 2공장으로 입고할 것.(주의)
3. CA=1800, M1=1000
4. HA=1512, HB=HD=756, NA=1",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,33100240G03RK,CAR DOOR ASSY,1,"P3, 1SCO, SE400M, 600M, SUSLIKE_MULTI",33100240G03,1,"1. 태국 SHOW ROOM 포레플러스 (MOCK UP1)
2. JJ=1000, HH=2100
3. MATERIAL : SLH_WDBRZ 
4. N:EX 포레 플러스 (FORE PLUS)
5. 2017.01.28 이후 건축허가분 (도어 틈새 규정 준수 및 1mm LINER 조립후 출하할 것)
6. RELEASE CABLE WORKING DWG : 13100635G01 적용
7. 도어개방 안내 스티커 부착할 것 (DWG : 13100805)
8. 충주 2공장으로 입고할 것.(주의)

23.07.07 수량오류 수정 2 -> 1",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,33100240G04RK,CAR DOOR ASSY,1,"P3, 1SCO, SE400M, 600M, SUSLIKE_MULTI",33100240G04,1,"1. 태국 SHOW ROOM 테라스2 (MOCK UP2)
2. JJ=1000(주의), HH=2100
3. MATERIAL : SLH_BKST2 
4. N:EX 테라스2 (Terrace2)
5. 2017.01.28 이후 건축허가분 (도어 틈새 규정 준수 및 1mm LINER 조립후 출하할 것)
6. RELEASE CABLE WORKING DWG : 13100635G01 적용
7. 도어개방 안내 스티커 부착할 것 (DWG : 13100805)
8. 충주 2공장으로 입고할 것.(주의)
9. 분리발주를 위해 자재번호만 JJ=1100으로 입력됨.
   (제작은 JJ=1000으로 제작요청)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,36100004G010B,JAMB FIXING ROD,1,"FOR JAMB FIXING, IRON ROUND BAR (D10)",36100004G01,8,"1. 태국 SHOW ROOM용으로 하기의 치수로 제작 공급할 것.
2. [LA]=400 mm, [NA]=20 EA
3. 충주 2공장으로 입고할 것.(주의)",1
V501067,11,RLS,2023-09-25,2023-09-25,,,,,,36100332G0200,JAMB COVER,1,"JP100,JP200,CO,SO",36100332G02,4,"1. 태국 SHOW ROOM
2. 충주 2공장으로 입고할 것.(주의)",1
